1,the touch buttons are textured so that your finger sdon 't slip which was very thoughtful .
1,"still , at least from my perspective , a great camera for the money , and i 'm a happy camper ! ."
1,"in conclusion , i gave the ipod a 4/5 because anything this expensive should would work just about flawlessly ."
1,"other than that , the simian series 60 os is great and offers lots of proprietary software that will work on your phone if you 're willing to hunt for it ."
1,"it is heavy enough to make it stable , but not too heavy to preclude hand use ."
1,"this is my fourth linksys product and , aside from the rough start , i 'm very satisfied with this router ."
1,they also sound excellent compared to other earbuds including retail sets like panasonic's and sennheisers .
1,i have not had any distortion problems with this phone and am more pleased with this phone than any i 've used before .
0,on occasion i 'm not able to connect to the phone with isync via bluetooth but i found that rebooting the phone seems to solve this problem .
0,i could hardly use it without a recharge in 2 days ! .
0,"there is also no voice recording , something most if not all mp3 players have that the ipod doesn 't ."
0,"in noisy environment , it 's hard to hear from the earpiece ."
0,but i had to give you four because the service for my brand-new ipod was terribly slow .
0,"some of the higher pitched rings are very easy to hear , but not easy to listen to ."
0,"of course , if you try to reach symantec customer service you get useless automated systems unless you want to pay $30 per incident ."
0,do not buy any home version of norton anything .
