0,the modern-day characters are nowhere near as vivid as the 19th-century ones .
0,a story which fails to rise above its disgusting source material .
0,the original wasn't a good movie but this remake makes it look like a masterpiece !
0,a tedious parable about honesty and good sportsmanship .
0,flaccid drama and exasperatingly slow journey .
0,works better in the conception than it does in the execution . . . winds up seeming just a little too clever .
0,"purports to be a hollywood satire but winds up as the kind of film that should be the target of something deeper and more engaging . oh , and more entertaining , too ."
0,"a chilly , remote , emotionally distant piece . . . so dull that its tagline should be : 'in space , no one can hear you snore . '"
0,it has all the excitement of eating oatmeal .
0,"the final result makes for adequate entertainment , i suppose , but anyone who has seen chicago on stage will leave the theater feeling they've watched nothing but a pale imitation of the real deal ."
0,"you come away thinking not only that kate isn't very bright , but that she hasn't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- deserve one another ."
0,"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman's destructive escapism or the grace-in-rebellion found by his characters ."
0,a workshop mentality prevails .
0,no telegraphing is too obvious or simplistic for this movie .
0,"the film has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo ."
0,nearly all the fundamentals you take for granted in most films are mishandled here .
1,"shot largely in small rooms , the film has a gentle , unforced intimacy that never becomes claustrophobic ."
1,"lan yu seems altogether too slight to be called any kind of masterpiece . it is , however , a completely honest , open-hearted film that should appeal to anyone willing to succumb to it ."
1,"film can't quite maintain its initial momentum , but remains sporadically funny throughout ."
1,"it's hard to fairly judge a film like ringu when you've seen the remake first . many of the effective horror elements are dampened through familiarity , [yet] are worthwhile ."
1,the best way to describe it is as a cross between paul thomas anderson's magnolia and david lynch's mulholland dr .
1,hashiguchi uses the situation to evoke a japan bustling atop an undercurrent of loneliness and isolation .
1,"crackerjack entertainment -- nonstop romance , music , suspense and action ."
1,"famuyiwa's feature deals with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the cliché-riddled genre can offer ."
1,"there are times when you wish that the movie had worked a little harder to conceal its contrivances , but brown sugar turns out to be a sweet and enjoyable fantasy ."
1," "" brown sugar "" admirably aspires to be more than another "" best man "" clone by weaving a theme throughout this funny film ."
1,escapism in its purest form .
1,"the script is smart , not cloying ."
1,"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier's oft-brilliant safe conduct ( "" laissez-passer "" ) wears its heart on its sleeve ."
1,"methodical , measured , and gently tedious in its comedy , secret ballot is a purposefully reductive movie -- which may be why it's so successful at lodging itself in the brain ."
1,changing lanes is an anomaly for a hollywood movie ; it's a well-written and occasionally challenging social drama that actually has something interesting to say .
1,[it's] a clever thriller with enough unexpected twists to keep our interest .
0,predictably soulless techno-tripe .
0,"contains all the substance of a twinkie -- easy to swallow , but scarcely nourishing ."
0,indifferently implausible popcorn programmer of a movie .
0,the movie is a little tired ; maybe the original inspiration has run its course .
0,[u]nrelentingly stupid .
0,"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction ."
0,"a particularly joyless , and exceedingly dull , period coming-of-age tale ."
0,a film that plays things so nice 'n safe as to often play like a milquetoast movie of the week blown up for the big screen .
0,"it doesn't take a rocket scientist to figure out that this is a mormon family movie , and a sappy , preachy one at that ."
0,it tells more than it shows .
0,"[lin chung's] voice is rather unexceptional , even irritating ( at least to this western ear ) , making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters ."
0,a selection of scenes in search of a movie .
0,far more enjoyable than its predecessor .
0,"the movie doesn't generate a lot of energy . it is dark , brooding and slow , and takes its central idea way too seriously ."
0,exploring value choices is a worthwhile topic for a film -- but here the choices are as contrived and artificial as kerrigan's platinum-blonde hair .
0,"instead of hiding pinocchio from critics , miramax should have hidden it from everyone ."
1,"watching this film , one is left with the inescapable conclusion that hitchens' obsession with kissinger is , at bottom , a sophisticated flower child's desire to purge the world of the tooth and claw of human power ."
1,the film has a terrific look and salma hayek has a feel for the character at all stages of her life .
1,i liked this film a lot . . .
1,this movie got me grinning . there's a part of us that cannot help be entertained by the sight of someone getting away with something .
1,it's stylishly directed with verve . . .
1,"few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as nesbitt's cooper looks when the bullets stop flying ."
1,"henry bean's thoughtful screenplay provides no easy answers , but offers a compelling investigation of faith versus intellect"
1,"scotland looks wonderful , the fans are often funny fanatics , the showdown sure beats a bad day of golf ."
1,"below may not mark mr . twohy's emergence into the mainstream , but his promise remains undiminished ."
1,"as the movie traces mr . brown's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times ."
1,funny and also heartwarming without stooping to gooeyness .
1,ferrara's strongest and most touching movie of recent years .
1,"the funny thing is , i didn't mind all this contrived nonsense a bit ."
1,"qutting may be a flawed film , but it is nothing if not sincere ."
1,"the movie ultimately relies a bit too heavily on grandstanding , emotional , rocky-like moments . . . but it's such a warm and charming package that you'll feel too happy to argue much ."
1,some people want the ol' ball-and-chain and then there are those who just want the ball and chain .
0,any enjoyment will be hinge from a personal threshold of watching sad but endearing characters do extremely unconventional things .
0,"it's super- violent , super-serious and super-stupid ."
0,the superior plotline isn't quite enough to drag along the dead ( water ) weight of the other .
0,will no doubt delight plympton's legion of fans ; others may find 80 minutes of these shenanigans exhausting .
0,"very special effects , brilliantly bold colors and heightened reality can't hide the giant achilles' heel in "" stuart little 2 "" : there's just no story , folks ."
0,"if this is an example of the type of project that robert redford's lab is willing to lend its imprimatur to , then perhaps it's time to rethink independent films ."
0,unwieldy contraption .
0,"an ambitious , guilt-suffused melodrama crippled by poor casting ."
0,"in my own very humble opinion , in praise of love lacks even the most fragmented charms i have found in almost all of his previous works ."
0,directed in a paint-by-numbers manner .
0,lazily directed by charles stone iii . . . from a leaden script by matthew cirulnick and novelist thulani davis .
0,an excruciating demonstration of the unsalvageability of a movie saddled with an amateurish screenplay .
0,"in between the icy stunts , the actors spout hilarious dialogue about following your dream and 'just letting the mountain tell you what to do . '"
0,"the film takes the materials of human tragedy and dresses them in lovely costumes , southern california locations and star power ."
0,too slick and manufactured to claim street credibility .
0,"at three hours and with very little story or character development , there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue ."
1,puts to rest any thought that the german film industry cannot make a delightful comedy centering on food .
1,"a real winner -- smart , funny , subtle , and resonant ."
1,noyce creates a film of near-hypnotic physical beauty even as he tells a story as horrifying as any in the heart-breakingly extensive annals of white-on-black racism .
1,"i'll put it this way : if you're in the mood for a melodrama narrated by talking fish , this is the movie for you ."
1, . . . a magnificent drama well worth tracking down .
1,it's fascinating to see how bettany and mcdowell play off each other .
1,"grant carries the day with impeccable comic timing , raffish charm and piercing intellect ."
1,it shows us a slice of life that's very different from our own and yet instantly recognizable .
1,"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience ."
1,"though a touch too arthouse 101 in its poetic symbolism , heaven proves to be a good match of the sensibilities of two directors ."
1,"the movie is amateurish , but it's a minor treat ."
1,"a knowing look at female friendship , spiked with raw urban humor ."
1,"i've never seen or heard anything quite like this film , and i recommend it for its originality alone ."
1,"if the film has a problem , its shortness disappoints : you want the story to go on and on ."
1," . . . wallace is smart to vary the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving war department telegrams ."
1,while the frequent allusions to gurus and doshas will strike some westerners as verging on mumbo-jumbo . . . broad streaks of common sense emerge with unimpeachable clarity .
0,"supposedly based upon real , or at least soberly reported incidents , the film ends with a large human tragedy . alas , getting there is not even half the interest ."
0,the disjointed mess flows as naturally as jolie's hideous yellow 'do .
0,it's a road-trip drama with too many wrong turns .
0,"if we don't demand a standard of quality for the art that we choose , we deserve the trash that we get ."
0,has the marks of a septuagenarian ; it's a crusty treatment of a clever gimmick .
0,the movie quickly drags on becoming boring and predictable . i tried to read the time on my watch .
0,jaglom offers the none-too-original premise that everyone involved with moviemaking is a con artist and a liar .
0,"meticulously mounted , exasperatingly well-behaved film , which ticks off kahlo's lifetime milestones with the dutiful precision of a tax accountant ."
0,"although based on a real-life person , john , in the movie , is a rather dull person to be stuck with for two hours ."
0, . . . a cinematic disaster so inadvertently sidesplitting it's worth the price of admission for the ridicule factor alone .
0,obstacles are too easily overcome and there isn't much in the way of character development in the script .
0,"makes the same mistake as the music industry it criticizes , becoming so slick and watered-down it almost loses what made you love it in the first place ."
0,"full of witless jokes , dealing in broad stereotypes and outrageously unbelievable scenarios , and saddled with a general air of misogyny"
0,earnest falls short of its ideal predecessor largely due to parker's ill-advised meddling with the timeless source material .
0,"a depressingly retrograde , 'post-feminist' romantic comedy that takes an astonishingly condescending attitude toward women ."
0," . . . familiar and predictable , and 4/5ths of it might as well have come from a xerox machine rather than ( writer-director ) franc . reyes' word processor ."
1,nicholson's understated performance is wonderful . as warren he stumbles in search of all the emotions and life experiences he's neglected over the years .
1,"confessions may not be a straightforward bio , nor does it offer much in the way of barris' motivations , but the film is an oddly fascinating depiction of an architect of pop culture ."
1,"fast and funny , an action cartoon that's suspenseful enough for older kids but not too scary for the school-age crowd ."
1,"you don't need to be a hip-hop fan to appreciate scratch , and that's the mark of a documentary that works ."
1,"the tonal shifts are jolting , and though wen's messages are profound and thoughtfully delivered , more thorough transitions would have made the film more cohesive ."
1,[woo's] most resonant film since the killer .
1,"even though the film doesn't manage to hit all of its marks , it's still entertaining to watch the target practice ."
1,overall very good for what it's trying to do .
1,lapaglia's ability to convey grief and hope works with weaver's sensitive reactions to make this a two-actor master class .
1,"nonchalantly freaky and uncommonly pleasurable , warm water may well be the year's best and most unpredictable comedy ."
1,there is greatness here .
1,"an eloquent , reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake ."
1,proves that some movie formulas don't need messing with -- like the big-bug movie .
1,"colorful , energetic and sweetly whimsical . . . the rare sequel that's better than its predecessor ."
1,"at just over an hour , home movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face ."
1,"fubar is very funny , but not always in a laugh-out-loud way ."
